,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연봉(만원),연차
164,72,황재균,1987-07-28,롯,2016,3B,30,127.0,559.0,498.0,97.0,167.0,26.0,5.0,27.0,284.0,113.0,25.0,10.0,49.0,4.0,5.0,66.0,10.0,0.0,8.0,0.335,0.394,0.57,0.964,0.417,137.3,5.55,50000.0,10.0
165,16,최형우,1983-12-16,삼,2014,LF,32,113.0,493.0,430.0,92.0,153.0,33.0,0.0,31.0,279.0,100.0,4.0,2.0,50.0,7.0,1.0,62.0,11.0,0.0,6.0,0.35600000000000004,0.426,0.649,1.075,0.458,160.6,5.55,45000.0,13.0
166,10,강정호,1987-04-05,넥,2013,SS,27,126.0,532.0,450.0,67.0,131.0,21.0,1.0,22.0,220.0,96.0,15.0,8.0,68.0,6.0,3.0,109.0,18.0,2.0,6.0,0.29100000000000004,0.387,0.489,0.8759999999999999,0.398,138.0,5.55,30000.0,8.0
167,73,이용규,1985-08-26,K,2011,CF,27,111.0,503.0,421.0,84.0,140.0,16.0,2.0,3.0,169.0,33.0,30.0,6.0,63.0,9.0,2.0,33.0,5.0,7.0,3.0,0.333,0.4270000000000001,0.401,0.8290000000000001,0.391,137.9,5.54,20000.0,8.0
168,69,이범호,1981-11-25,K,2011,3B,31,101.0,405.0,318.0,63.0,96.0,21.0,0.0,17.0,168.0,77.0,2.0,0.0,75.0,7.0,3.0,56.0,8.0,0.0,5.0,0.302,0.44,0.528,0.968,0.44,171.1,5.54,40000.0,12.0
169,3,이승엽,1976-08-18,삼,2001,1B,26,127.0,574.0,463.0,101.0,128.0,31.0,2.0,39.0,280.0,95.0,4.0,2.0,96.0,12.0,11.0,130.0,6.0,1.0,2.0,0.276,0.412,0.605,1.017,0.434,155.1,5.52,30000.0,7.0
170,4,이대호,1982-06-21,롯,2008,3B,27,122.0,527.0,435.0,73.0,131.0,23.0,0.0,18.0,208.0,94.0,0.0,1.0,62.0,18.0,4.0,56.0,9.0,0.0,12.0,0.301,0.4,0.478,0.879,0.402,147.1,5.51,36000.0,8.0
171,18,박재홍,1973-09-07,S,2005,CF,33,109.0,495.0,421.0,76.0,128.0,21.0,1.0,18.0,205.0,63.0,22.0,10.0,67.0,2.0,2.0,78.0,10.0,2.0,3.0,0.304,0.4,0.487,0.887,0.4,147.4,5.51,28000.0,10.0
172,74,김동수,1968-10-27,L,1998,C,31,118.0,471.0,408.0,67.0,116.0,28.0,2.0,20.0,208.0,66.0,2.0,3.0,44.0,9.0,2.0,71.0,8.0,4.0,6.0,0.284,0.362,0.51,0.872,0.378,140.5,5.5,10000.0,9.0
173,75,정성훈,1980-06-27,L,2012,3B,33,107.0,438.0,365.0,50.0,113.0,27.0,3.0,12.0,182.0,53.0,3.0,3.0,65.0,1.0,2.0,62.0,13.0,2.0,5.0,0.31,0.411,0.499,0.909,0.416,164.8,5.5,35000.0,14.0
174,15,박병호,1986-07-10,키,2019,1B,34,122.0,532.0,432.0,92.0,121.0,22.0,0.0,33.0,242.0,98.0,0.0,1.0,78.0,13.0,5.0,117.0,7.0,0.0,9.0,0.28,0.399,0.56,0.959,0.422,166.3,5.5,150000.0,15.0
175,31,김태균,1982-05-29,한,2016,DH,35,144.0,652.0,529.0,94.0,193.0,39.0,0.0,23.0,301.0,136.0,1.0,0.0,108.0,9.0,10.0,97.0,11.0,0.0,6.0,0.365,0.476,0.569,1.045,0.463,165.5,5.5,160000.0,16.0
177,77,박한이,1979-01-28,삼,2004,CF,26,132.0,587.0,503.0,81.0,156.0,26.0,2.0,16.0,234.0,63.0,13.0,9.0,69.0,5.0,3.0,57.0,8.0,7.0,3.0,0.31,0.397,0.465,0.862,0.39,133.9,5.49,11000.0,4.0
180,3,이승엽,1976-08-18,삼,2012,1B,37,126.0,556.0,488.0,84.0,150.0,28.0,2.0,21.0,245.0,85.0,6.0,0.0,59.0,4.0,4.0,101.0,10.0,1.0,4.0,0.307,0.384,0.502,0.8859999999999999,0.406,157.5,5.47,80000.0,18.0
181,78,신동주,1972-12-14,삼,1997,LF,26,120.0,452.0,399.0,79.0,130.0,37.0,1.0,21.0,232.0,66.0,18.0,12.0,34.0,14.0,3.0,79.0,3.0,3.0,2.0,0.326,0.396,0.581,0.978,0.428,169.7,5.46,3850.0,6.0
182,7,양준혁,1969-05-26,삼,2006,DH,38,126.0,533.0,413.0,63.0,125.0,31.0,1.0,13.0,197.0,81.0,12.0,7.0,103.0,9.0,10.0,43.0,11.0,1.0,7.0,0.303,0.446,0.477,0.923,0.421,172.7,5.45,40000.0,14.0
185,66,전준우,1986-02-25,롯,2011,CF,26,133.0,601.0,539.0,97.0,162.0,38.0,5.0,11.0,243.0,64.0,23.0,9.0,50.0,7.0,4.0,101.0,14.0,2.0,3.0,0.301,0.366,0.451,0.816,0.375,126.6,5.43,7500.0,4.0
186,80,이영우,1973-11-27,한,2002,LF,30,133.0,564.0,476.0,96.0,150.0,26.0,1.0,24.0,250.0,52.0,13.0,12.0,73.0,8.0,6.0,103.0,14.0,7.0,0.0,0.315,0.415,0.525,0.94,0.406,153.0,5.42,12500.0,7.0
187,24,최정,1987-02-28,S,2008,3B,22,114.0,476.0,406.0,77.0,133.0,24.0,1.0,12.0,195.0,61.0,19.0,8.0,41.0,17.0,2.0,58.0,7.0,10.0,2.0,0.328,0.41,0.48,0.89,0.405,148.5,5.4,9000.0,4.0
189,82,강민호,1985-08-18,롯,2011,C,27,124.0,506.0,450.0,63.0,130.0,25.0,2.0,19.0,216.0,66.0,4.0,6.0,47.0,8.0,2.0,81.0,18.0,0.0,1.0,0.289,0.366,0.48,0.846,0.388,135.2,5.38,20000.0,8.0
190,12,박석민,1985-06-22,삼,2015,3B,31,135.0,559.0,448.0,90.0,144.0,25.0,0.0,26.0,247.0,116.0,3.0,0.0,83.0,19.0,0.0,97.0,13.0,1.0,8.0,0.321,0.441,0.551,0.992,0.4370000000000001,156.8,5.38,37000.0,12.0
191,82,강민호,1985-08-18,롯,2008,C,24,122.0,501.0,435.0,51.0,127.0,25.0,1.0,19.0,211.0,82.0,2.0,4.0,49.0,7.0,1.0,77.0,13.0,0.0,10.0,0.292,0.365,0.485,0.85,0.387,136.5,5.37,10000.0,5.0
193,83,이종욱,1980-06-18,두,2007,CF,28,123.0,528.0,465.0,84.0,147.0,20.0,12.0,1.0,194.0,46.0,47.0,14.0,48.0,4.0,0.0,74.0,6.0,6.0,4.0,0.316,0.382,0.417,0.799,0.369,127.9,5.34,6000.0,2.0
194,18,박재홍,1973-09-07,S,2008,RF,36,112.0,471.0,396.0,66.0,126.0,26.0,2.0,19.0,213.0,72.0,5.0,6.0,69.0,3.0,4.0,66.0,14.0,0.0,3.0,0.318,0.42,0.5379999999999999,0.958,0.435,169.3,5.34,40000.0,13.0
195,84,이진영,1980-06-15,S,2003,LF,24,128.0,562.0,481.0,81.0,158.0,29.0,6.0,17.0,250.0,70.0,10.0,9.0,62.0,4.0,1.0,76.0,6.0,13.0,2.0,0.328,0.408,0.52,0.928,0.404,147.8,5.33,8000.0,5.0
196,28,김현수,1988-01-12,L,2020,LF,33,142.0,619.0,547.0,98.0,181.0,35.0,2.0,22.0,286.0,119.0,0.0,2.0,63.0,2.0,7.0,53.0,9.0,0.0,7.0,0.331,0.397,0.523,0.92,0.407,148.4,5.32,130000.0,15.0
197,9,박경완,1972-07-11,현,2001,C,30,130.0,528.0,421.0,66.0,108.0,13.0,1.0,24.0,195.0,81.0,21.0,8.0,91.0,7.0,2.0,121.0,9.0,6.0,3.0,0.257,0.395,0.463,0.858,0.385,123.7,5.32,23000.0,11.0
198,2,심정수,1975-05-05,두,2000,RF,26,126.0,542.0,454.0,75.0,138.0,21.0,2.0,29.0,250.0,91.0,3.0,0.0,69.0,10.0,1.0,67.0,12.0,0.0,9.0,0.304,0.4,0.551,0.951,0.413,149.9,5.31,10000.0,7.0
199,46,손아섭,1988-03-18,롯,2016,RF,29,144.0,672.0,575.0,118.0,186.0,33.0,1.0,16.0,269.0,81.0,42.0,4.0,92.0,3.0,1.0,104.0,4.0,0.0,2.0,0.32299999999999995,0.418,0.468,0.8859999999999999,0.406,131.0,5.3,60000.0,10.0
200,46,손아섭,1988-03-18,롯,2018,RF,31,141.0,625.0,553.0,109.0,182.0,32.0,5.0,26.0,302.0,93.0,20.0,3.0,68.0,2.0,1.0,99.0,15.0,1.0,1.0,0.329,0.404,0.546,0.95,0.409,138.6,5.3,150000.0,12.0
201,85,이택근,1980-07-10,히,2009,CF,30,123.0,538.0,456.0,84.0,142.0,26.0,0.0,15.0,213.0,66.0,43.0,8.0,64.0,13.0,5.0,59.0,13.0,1.0,4.0,0.311,0.408,0.467,0.875,0.394,129.1,5.29,22500.0,7.0
206,28,김현수,1988-01-12,두,2010,LF,23,132.0,565.0,473.0,88.0,150.0,29.0,0.0,24.0,251.0,89.0,4.0,8.0,78.0,6.0,6.0,64.0,9.0,0.0,8.0,0.317,0.414,0.531,0.945,0.419,152.0,5.24,25200.0,5.0
207,0,이종범,1970-08-15,K,2002,CF,33,123.0,546.0,485.0,93.0,142.0,25.0,2.0,18.0,225.0,59.0,35.0,5.0,43.0,13.0,5.0,63.0,7.0,4.0,1.0,0.293,0.365,0.464,0.8290000000000001,0.363,124.1,5.24,43000.0,10.0
209,18,박재홍,1973-09-07,현,1998,RF,26,119.0,507.0,428.0,86.0,114.0,25.0,2.0,30.0,233.0,84.0,43.0,19.0,66.0,9.0,7.0,83.0,13.0,0.0,4.0,0.266,0.373,0.544,0.917,0.395,151.3,5.24,7000.0,3.0
210,82,강민호,1985-08-18,롯,2015,C,31,123.0,456.0,380.0,63.0,118.0,18.0,1.0,35.0,243.0,86.0,0.0,0.0,60.0,14.0,2.0,112.0,14.0,0.0,2.0,0.311,0.421,0.639,1.061,0.451,164.9,5.23,100000.0,12.0
211,3,이승엽,1976-08-18,삼,2000,1B,25,125.0,544.0,454.0,108.0,133.0,33.0,0.0,36.0,274.0,95.0,4.0,5.0,80.0,7.0,7.0,113.0,5.0,0.0,3.0,0.293,0.404,0.604,1.008,0.428,157.3,5.18,30000.0,6.0
213,20,김동주,1976-02-03,두,2008,3B,33,109.0,451.0,363.0,55.0,112.0,12.0,2.0,18.0,182.0,104.0,2.0,2.0,63.0,12.0,5.0,54.0,11.0,0.0,13.0,0.309,0.415,0.501,0.916,0.415,154.9,5.18,70000.0,11.0
214,73,이용규,1985-08-26,K,2006,RF,22,125.0,552.0,485.0,78.0,154.0,25.0,9.0,1.0,200.0,39.0,38.0,11.0,50.0,9.0,3.0,48.0,6.0,7.0,1.0,0.318,0.391,0.412,0.8029999999999999,0.3720000000000001,137.2,5.17,5500.0,3.0
215,85,이택근,1980-07-10,현,2006,CF,27,118.0,486.0,419.0,58.0,135.0,21.0,2.0,9.0,187.0,66.0,8.0,6.0,45.0,9.0,1.0,51.0,6.0,9.0,4.0,0.322,0.396,0.446,0.843,0.385,147.1,5.17,4500.0,4.0
216,11,이병규,1974-10-25,L,2000,CF,27,129.0,595.0,527.0,99.0,170.0,28.0,1.0,18.0,254.0,99.0,14.0,8.0,52.0,5.0,4.0,91.0,15.0,2.0,9.0,0.32299999999999995,0.383,0.482,0.865,0.381,128.0,5.17,12000.0,4.0
217,2,심정수,1975-05-05,삼,2007,LF,33,124.0,515.0,427.0,64.0,110.0,17.0,0.0,31.0,220.0,101.0,6.0,0.0,83.0,3.0,1.0,113.0,10.0,0.0,2.0,0.258,0.381,0.515,0.8959999999999999,0.406,153.8,5.16,75000.0,14.0
218,53,장성호,1977-10-18,해,2001,1B,25,133.0,591.0,489.0,86.0,152.0,32.0,4.0,23.0,261.0,97.0,6.0,4.0,90.0,6.0,5.0,53.0,11.0,3.0,3.0,0.311,0.422,0.534,0.956,0.423,148.3,5.16,10000.0,6.0
220,50,홍성흔,1977-02-28,롯,2010,DH,34,111.0,498.0,431.0,88.0,151.0,28.0,1.0,26.0,259.0,116.0,2.0,2.0,54.0,7.0,3.0,49.0,18.0,1.0,5.0,0.35,0.4270000000000001,0.601,1.028,0.451,171.9,5.15,40000.0,12.0
221,72,황재균,1987-07-28,K,2020,3B,34,134.0,600.0,541.0,108.0,169.0,35.0,5.0,21.0,277.0,97.0,11.0,6.0,47.0,5.0,0.0,98.0,12.0,3.0,4.0,0.312,0.37,0.512,0.882,0.391,129.7,5.15,120000.0,14.0
222,69,이범호,1981-11-25,한,2008,3B,28,125.0,508.0,434.0,80.0,120.0,21.0,3.0,19.0,204.0,77.0,12.0,1.0,61.0,9.0,0.0,50.0,18.0,0.0,4.0,0.277,0.374,0.47,0.8440000000000001,0.389,136.1,5.15,21000.0,9.0
223,31,김태균,1982-05-29,한,2004,1B,23,129.0,556.0,473.0,76.0,153.0,26.0,1.0,23.0,250.0,106.0,2.0,1.0,70.0,6.0,3.0,99.0,11.0,0.0,7.0,0.32299999999999995,0.412,0.529,0.94,0.422,154.7,5.15,10500.0,4.0
225,91,이호준,1976-02-08,S,2003,1B,28,133.0,554.0,473.0,86.0,137.0,20.0,1.0,36.0,267.0,102.0,9.0,7.0,69.0,9.0,4.0,80.0,6.0,2.0,1.0,0.29,0.39,0.564,0.954,0.414,154.8,5.15,8000.0,10.0
227,51,나성범,1989-10-03,N,2015,RF,27,144.0,622.0,564.0,112.0,184.0,34.0,5.0,28.0,312.0,135.0,23.0,4.0,32.0,15.0,1.0,127.0,9.0,3.0,8.0,0.326,0.373,0.5529999999999999,0.926,0.4,136.1,5.14,30000.0,3.0
228,92,최희섭,1979-03-16,K,2009,1B,31,131.0,545.0,435.0,98.0,134.0,23.0,0.0,33.0,256.0,100.0,2.0,4.0,96.0,7.0,13.0,108.0,14.0,0.0,7.0,0.308,0.435,0.589,1.023,0.4370000000000001,159.4,5.13,20000.0,3.0
233,51,나성범,1989-10-03,N,2020,DH,32,130.0,584.0,525.0,115.0,170.0,37.0,2.0,34.0,313.0,112.0,3.0,1.0,49.0,9.0,2.0,148.0,6.0,0.0,1.0,0.324,0.39,0.596,0.987,0.43,152.2,5.1,50000.0,8.0
234,31,김태균,1982-05-29,한,2005,1B,24,124.0,529.0,461.0,73.0,146.0,33.0,2.0,23.0,252.0,100.0,3.0,1.0,60.0,6.0,5.0,73.0,20.0,0.0,2.0,0.317,0.401,0.547,0.947,0.421,158.6,5.1,15500.0,5.0
235,96,김한수,1971-10-30,삼,1999,3B,29,128.0,551.0,497.0,87.0,169.0,36.0,1.0,18.0,261.0,88.0,7.0,6.0,33.0,13.0,4.0,73.0,12.0,1.0,7.0,0.34,0.391,0.525,0.916,0.397,133.6,5.09,7000.0,6.0
236,84,이진영,1980-06-15,S,2004,LF,25,117.0,483.0,404.0,74.0,138.0,19.0,1.0,15.0,204.0,63.0,8.0,6.0,66.0,5.0,6.0,49.0,9.0,6.0,2.0,0.342,0.438,0.505,0.943,0.423,158.4,5.07,16000.0,6.0
238,24,최정,1987-02-28,S,2010,3B,24,123.0,493.0,400.0,84.0,120.0,31.0,1.0,20.0,213.0,80.0,12.0,4.0,49.0,20.0,0.0,72.0,7.0,16.0,8.0,0.3,0.396,0.5329999999999999,0.929,0.4,138.8,5.07,16000.0,6.0
240,60,박용택,1979-04-21,L,2006,LF,28,126.0,534.0,476.0,69.0,140.0,26.0,3.0,16.0,220.0,64.0,25.0,3.0,50.0,2.0,6.0,93.0,7.0,1.0,4.0,0.294,0.361,0.462,0.823,0.375,140.2,5.06,15000.0,5.0
243,20,김동주,1976-02-03,두,2004,3B,29,124.0,517.0,430.0,72.0,123.0,19.0,1.0,19.0,201.0,76.0,4.0,6.0,69.0,16.0,3.0,67.0,14.0,0.0,2.0,0.28600000000000003,0.402,0.467,0.87,0.398,141.2,5.05,30000.0,7.0
244,80,이영우,1973-11-27,한,2004,LF,32,131.0,572.0,483.0,94.0,154.0,31.0,3.0,13.0,230.0,60.0,20.0,12.0,73.0,8.0,5.0,66.0,13.0,6.0,2.0,0.319,0.415,0.476,0.8909999999999999,0.403,142.4,5.05,25000.0,9.0
246,82,강민호,1985-08-18,롯,2010,C,26,117.0,465.0,410.0,66.0,125.0,19.0,1.0,23.0,215.0,72.0,2.0,7.0,42.0,8.0,1.0,65.0,16.0,0.0,5.0,0.305,0.376,0.524,0.901,0.4,138.5,5.04,13500.0,7.0
248,54,김재현,1975-10-02,L,2002,RF,28,98.0,370.0,296.0,50.0,99.0,14.0,0.0,16.0,161.0,61.0,11.0,3.0,54.0,18.0,5.0,51.0,6.0,0.0,2.0,0.334,0.462,0.544,1.006,0.441,180.6,5.03,18000.0,9.0
250,82,강민호,1985-08-18,롯,2016,C,32,116.0,460.0,381.0,65.0,123.0,26.0,0.0,20.0,209.0,72.0,4.0,0.0,66.0,10.0,4.0,91.0,7.0,0.0,3.0,0.32299999999999995,0.433,0.5489999999999999,0.981,0.434,147.7,5.0,100000.0,13.0
251,82,강민호,1985-08-18,롯,2012,C,28,119.0,454.0,400.0,41.0,109.0,21.0,0.0,19.0,187.0,66.0,0.0,1.0,44.0,8.0,2.0,97.0,9.0,0.0,2.0,0.273,0.355,0.468,0.8220000000000001,0.38,139.2,5.0,30000.0,9.0
252,99,구자욱,1993-02-12,삼,2015,1B,23,116.0,465.0,410.0,97.0,143.0,33.0,5.0,11.0,219.0,57.0,17.0,7.0,45.0,6.0,0.0,79.0,3.0,0.0,4.0,0.349,0.417,0.534,0.951,0.422,148.4,4.99,8000.0,1.0
254,100,안치홍,1990-07-02,K,2018,2B,29,130.0,549.0,494.0,88.0,169.0,38.0,1.0,23.0,278.0,118.0,5.0,1.0,36.0,10.0,1.0,57.0,13.0,0.0,9.0,0.342,0.392,0.563,0.954,0.407,140.3,4.98,32000.0,10.0
255,101,안경현,1970-02-13,두,2003,2B,34,128.0,539.0,475.0,65.0,158.0,28.0,3.0,10.0,222.0,72.0,1.0,1.0,48.0,5.0,2.0,43.0,21.0,6.0,5.0,0.333,0.396,0.467,0.863,0.385,134.2,4.98,20000.0,12.0
258,99,구자욱,1993-02-12,삼,2017,RF,25,144.0,647.0,564.0,108.0,175.0,39.0,10.0,21.0,297.0,107.0,10.0,4.0,63.0,10.0,1.0,138.0,1.0,0.0,10.0,0.31,0.383,0.527,0.91,0.394,130.5,4.96,16000.0,3.0
259,73,이용규,1985-08-26,한,2015,CF,31,124.0,585.0,493.0,94.0,168.0,15.0,7.0,4.0,209.0,42.0,28.0,10.0,68.0,9.0,5.0,45.0,4.0,11.0,4.0,0.341,0.4270000000000001,0.424,0.851,0.386,119.6,4.96,70000.0,12.0
260,102,김선빈,1989-12-18,K,2017,SS,29,137.0,529.0,476.0,84.0,176.0,34.0,1.0,5.0,227.0,64.0,4.0,4.0,39.0,5.0,4.0,40.0,10.0,5.0,4.0,0.37,0.42,0.477,0.897,0.399,134.0,4.96,8000.0,10.0
261,60,박용택,1979-04-21,L,2013,CF,35,125.0,539.0,476.0,79.0,156.0,22.0,4.0,7.0,207.0,67.0,13.0,8.0,52.0,4.0,1.0,71.0,5.0,0.0,7.0,0.328,0.393,0.435,0.828,0.388,131.6,4.95,35000.0,12.0
262,53,장성호,1977-10-18,K,2006,1B,30,126.0,540.0,445.0,62.0,136.0,24.0,2.0,13.0,203.0,79.0,6.0,3.0,83.0,3.0,10.0,38.0,5.0,3.0,6.0,0.306,0.413,0.456,0.87,0.397,154.8,4.95,45000.0,11.0
263,69,이범호,1981-11-25,한,2005,3B,25,126.0,513.0,444.0,69.0,121.0,27.0,1.0,26.0,228.0,68.0,6.0,2.0,53.0,9.0,0.0,94.0,8.0,1.0,6.0,0.273,0.35700000000000004,0.514,0.871,0.387,135.8,4.95,10500.0,6.0
264,11,이병규,1974-10-25,L,2005,CF,32,119.0,517.0,466.0,62.0,157.0,24.0,2.0,9.0,212.0,75.0,10.0,6.0,34.0,9.0,1.0,62.0,10.0,1.0,7.0,0.337,0.388,0.455,0.843,0.385,136.3,4.94,30000.0,9.0
265,16,최형우,1983-12-16,K,2018,LF,36,143.0,609.0,528.0,92.0,179.0,34.0,1.0,25.0,290.0,103.0,3.0,0.0,66.0,7.0,7.0,87.0,17.0,0.0,8.0,0.339,0.414,0.5489999999999999,0.963,0.411,143.4,4.94,150000.0,17.0
266,25,김하성,1995-10-17,넥,2015,SS,21,140.0,582.0,511.0,89.0,148.0,35.0,5.0,19.0,250.0,73.0,22.0,4.0,56.0,5.0,2.0,115.0,10.0,4.0,6.0,0.29,0.362,0.489,0.851,0.3720000000000001,112.9,4.94,16000.0,2.0
267,31,김태균,1982-05-29,한,2014,1B,33,118.0,508.0,422.0,66.0,154.0,30.0,0.0,18.0,238.0,84.0,0.0,2.0,70.0,11.0,1.0,73.0,18.0,0.0,5.0,0.365,0.463,0.564,1.027,0.456,158.8,4.94,150000.0,14.0
268,20,김동주,1976-02-03,두,1999,3B,24,114.0,455.0,399.0,62.0,128.0,25.0,3.0,22.0,225.0,84.0,2.0,1.0,41.0,10.0,1.0,53.0,9.0,1.0,4.0,0.321,0.394,0.564,0.958,0.41,144.7,4.94,4000.0,2.0
269,46,손아섭,1988-03-18,롯,2011,RF,24,116.0,492.0,442.0,79.0,144.0,25.0,5.0,15.0,224.0,83.0,13.0,4.0,43.0,2.0,1.0,80.0,6.0,1.0,4.0,0.326,0.385,0.507,0.892,0.407,147.9,4.93,8000.0,5.0
270,46,손아섭,1988-03-18,롯,2020,RF,33,141.0,611.0,540.0,98.0,190.0,43.0,0.0,11.0,266.0,85.0,5.0,0.0,61.0,2.0,4.0,56.0,9.0,1.0,7.0,0.35200000000000004,0.415,0.493,0.907,0.409,140.0,4.93,200000.0,14.0
271,25,김하성,1995-10-17,넥,2017,SS,23,141.0,601.0,526.0,90.0,159.0,36.0,3.0,23.0,270.0,114.0,16.0,8.0,58.0,8.0,2.0,65.0,8.0,2.0,7.0,0.302,0.376,0.513,0.889,0.385,125.4,4.93,22000.0,4.0
273,80,이영우,1973-11-27,한,2000,LF,28,128.0,542.0,478.0,91.0,152.0,36.0,5.0,25.0,273.0,64.0,7.0,12.0,52.0,8.0,5.0,91.0,5.0,1.0,3.0,0.318,0.392,0.5710000000000001,0.963,0.415,148.2,4.92,7000.0,5.0
274,67,이정후,1998-08-20,키,2019,LF,22,140.0,630.0,574.0,91.0,193.0,31.0,10.0,6.0,262.0,68.0,13.0,7.0,45.0,4.0,0.0,40.0,15.0,3.0,4.0,0.336,0.386,0.456,0.8420000000000001,0.386,135.4,4.92,11000.0,3.0
275,33,정근우,1982-10-02,한,2015,2B,34,126.0,552.0,468.0,99.0,148.0,30.0,2.0,12.0,218.0,66.0,21.0,6.0,61.0,8.0,1.0,66.0,14.0,13.0,2.0,0.316,0.403,0.466,0.868,0.384,119.2,4.91,70000.0,11.0
276,16,최형우,1983-12-16,삼,2013,LF,31,128.0,573.0,511.0,80.0,156.0,28.0,0.0,29.0,271.0,98.0,2.0,1.0,47.0,7.0,1.0,91.0,5.0,0.0,8.0,0.305,0.3670000000000001,0.53,0.897,0.404,142.6,4.91,28000.0,12.0
277,104,고영민,1984-02-08,두,2007,2B,24,126.0,536.0,444.0,89.0,119.0,29.0,1.0,12.0,186.0,66.0,36.0,10.0,61.0,17.0,1.0,105.0,9.0,8.0,6.0,0.268,0.373,0.419,0.792,0.365,124.7,4.91,4200.0,6.0
278,24,최정,1987-02-28,S,2020,3B,34,133.0,553.0,452.0,90.0,122.0,22.0,0.0,33.0,243.0,96.0,8.0,3.0,75.0,20.0,1.0,98.0,7.0,0.0,6.0,0.27,0.392,0.5379999999999999,0.93,0.409,138.4,4.91,120000.0,16.0
280,12,박석민,1985-06-22,삼,2010,3B,26,112.0,457.0,356.0,58.0,108.0,18.0,0.0,15.0,171.0,64.0,3.0,2.0,76.0,15.0,4.0,84.0,14.0,5.0,5.0,0.303,0.44,0.48,0.921,0.415,148.8,4.9,10500.0,7.0
281,105,박진만,1976-11-30,삼,2006,SS,31,115.0,452.0,382.0,54.0,108.0,22.0,1.0,11.0,165.0,65.0,10.0,6.0,56.0,7.0,0.0,74.0,6.0,2.0,5.0,0.28300000000000003,0.38,0.4320000000000001,0.812,0.377,141.1,4.9,45000.0,11.0
283,77,박한이,1979-01-28,삼,2006,CF,28,126.0,567.0,471.0,89.0,134.0,21.0,2.0,6.0,177.0,43.0,15.0,10.0,80.0,6.0,4.0,62.0,11.0,7.0,3.0,0.285,0.393,0.376,0.769,0.36,128.9,4.89,20000.0,6.0
284,2,심정수,1975-05-05,삼,2005,LF,31,124.0,528.0,433.0,77.0,119.0,14.0,0.0,28.0,217.0,87.0,3.0,2.0,89.0,4.0,4.0,116.0,12.0,0.0,2.0,0.275,0.402,0.501,0.903,0.406,149.8,4.89,75000.0,12.0
285,35,박정태,1969-01-27,롯,1998,2B,30,113.0,473.0,406.0,56.0,129.0,24.0,2.0,13.0,196.0,79.0,1.0,3.0,52.0,4.0,3.0,47.0,5.0,3.0,8.0,0.318,0.394,0.483,0.8759999999999999,0.386,143.9,4.88,6300.0,8.0
286,33,정근우,1982-10-02,S,2007,SS,26,111.0,391.0,341.0,62.0,110.0,24.0,2.0,9.0,165.0,44.0,24.0,10.0,35.0,6.0,0.0,44.0,6.0,9.0,0.0,0.32299999999999995,0.395,0.484,0.879,0.398,149.1,4.88,6000.0,3.0
289,71,정수근,1977-01-20,두,2001,CF,25,122.0,546.0,467.0,95.0,143.0,21.0,9.0,2.0,188.0,53.0,52.0,11.0,71.0,1.0,1.0,51.0,8.0,2.0,5.0,0.306,0.395,0.403,0.7979999999999999,0.3720000000000001,115.2,4.85,13500.0,7.0
291,107,김종국,1973-09-14,K,2002,2B,30,133.0,595.0,527.0,95.0,151.0,26.0,3.0,8.0,207.0,53.0,50.0,9.0,61.0,3.0,0.0,116.0,5.0,3.0,1.0,0.287,0.363,0.393,0.7559999999999999,0.343,109.8,4.85,6900.0,7.0
294,4,이대호,1982-06-21,롯,2009,3B,28,133.0,549.0,478.0,73.0,140.0,28.0,1.0,28.0,254.0,100.0,0.0,0.0,51.0,16.0,3.0,65.0,13.0,0.0,4.0,0.293,0.377,0.531,0.908,0.396,131.3,4.84,36000.0,9.0
295,77,박한이,1979-01-28,삼,2003,RF,25,133.0,612.0,528.0,113.0,170.0,34.0,1.0,12.0,242.0,59.0,17.0,7.0,63.0,8.0,1.0,55.0,7.0,8.0,5.0,0.322,0.399,0.458,0.857,0.384,131.8,4.83,6500.0,3.0
298,34,양의지,1987-06-05,두,2016,C,30,108.0,392.0,332.0,66.0,106.0,17.0,0.0,22.0,189.0,66.0,2.0,0.0,40.0,12.0,1.0,29.0,20.0,1.0,7.0,0.319,0.404,0.569,0.973,0.422,149.6,4.81,42000.0,10.0
299,18,박재홍,1973-09-07,S,2006,CF,34,124.0,529.0,452.0,61.0,117.0,22.0,1.0,18.0,195.0,73.0,22.0,8.0,63.0,6.0,4.0,87.0,13.0,2.0,6.0,0.259,0.353,0.431,0.784,0.36,129.7,4.8,40000.0,11.0
300,28,김현수,1988-01-12,L,2018,LF,31,117.0,511.0,453.0,95.0,164.0,39.0,2.0,20.0,267.0,101.0,1.0,3.0,47.0,1.0,6.0,61.0,9.0,0.0,10.0,0.362,0.415,0.589,1.004,0.424,155.2,4.79,140000.0,13.0
301,10,강정호,1987-04-05,넥,2010,SS,24,133.0,522.0,449.0,60.0,135.0,30.0,2.0,12.0,205.0,58.0,2.0,2.0,61.0,7.0,6.0,87.0,14.0,3.0,2.0,0.301,0.391,0.457,0.848,0.383,127.6,4.79,4400.0,5.0
