,이름,생일,시즌,연봉(만원),연차
667,강민호,1985-08-18,2016,100000,13
668,강민호,1985-08-18,2017,100000,14
669,강민호,1985-08-18,2018,100000,15
670,강민호,1985-08-18,2019,100000,16
671,강민호,1985-08-18,2020,125000,17
672,이종욱,1980-06-18,2006,2000,1
673,이종욱,1980-06-18,2007,6000,2
674,이종욱,1980-06-18,2008,13000,3
675,이종욱,1980-06-18,2009,17200,4
676,이종욱,1980-06-18,2010,16200,5
677,이종욱,1980-06-18,2011,19200,6
678,이종욱,1980-06-18,2012,20500,7
679,이종욱,1980-06-18,2013,19700,8
680,이종욱,1980-06-18,2014,50000,9
681,이종욱,1980-06-18,2015,50000,10
682,이종욱,1980-06-18,2016,50000,11
683,이종욱,1980-06-18,2017,50000,12
684,이종욱,1980-06-18,2018,900000,13
685,이진영,1980-06-15,1999,,1
686,이진영,1980-06-15,2000,2600,2
687,이진영,1980-06-15,2001,3600,3
688,이진영,1980-06-15,2002,5100,4
689,이진영,1980-06-15,2003,8000,5
690,이진영,1980-06-15,2004,16000,6
691,이진영,1980-06-15,2005,18500,7
692,이진영,1980-06-15,2006,25000,8
693,이진영,1980-06-15,2007,22000,9
694,이진영,1980-06-15,2008,24000,10
695,이진영,1980-06-15,2009,36000,11
696,이진영,1980-06-15,2010,54000,12
697,이진영,1980-06-15,2011,55000,13
698,이진영,1980-06-15,2012,55000,14
699,이진영,1980-06-15,2013,60000,15
700,이진영,1980-06-15,2014,60000,16
701,이진영,1980-06-15,2015,60000,17
702,이진영,1980-06-15,2016,60000,18
703,이진영,1980-06-15,2017,40000,19
704,이진영,1980-06-15,2018,900000,20
705,이택근,1980-07-10,2003,,1
706,이택근,1980-07-10,2004,3500,2
707,이택근,1980-07-10,2005,4000,3
708,이택근,1980-07-10,2006,4500,4
709,이택근,1980-07-10,2007,10500,5
710,이택근,1980-07-10,2008,13000,6
711,이택근,1980-07-10,2009,22500,7
712,이택근,1980-07-10,2010,27000,8
713,이택근,1980-07-10,2011,27000,9
714,이택근,1980-07-10,2012,70000,10
715,이택근,1980-07-10,2013,70000,11
716,이택근,1980-07-10,2014,70000,12
717,이택근,1980-07-10,2015,50000,13
718,이택근,1980-07-10,2016,50000,14
719,이택근,1980-07-10,2017,50000,15
720,이택근,1980-07-10,2018,50000,16
721,이택근,1980-07-10,2020,50000,18
722,러프,1986-07-28,2017,110000,1
723,러프,1986-07-28,2018,140000,2
724,러프,1986-07-28,2019,900000,3
725,로사리오,1989-02-23,2016,100000,1
726,로사리오,1989-02-23,2017,900000,2
727,이호준,1976-02-08,1994,,1
728,이호준,1976-02-08,1996,,3
729,이호준,1976-02-08,1997,1800,4
730,이호준,1976-02-08,1998,2800,5
731,이호준,1976-02-08,1999,4000,6
732,이호준,1976-02-08,2000,4000,7
733,이호준,1976-02-08,2001,5000,8
734,이호준,1976-02-08,2002,5000,9
735,이호준,1976-02-08,2003,8000,10
736,이호준,1976-02-08,2004,15000,11
737,이호준,1976-02-08,2005,18500,12
738,이호준,1976-02-08,2007,25000,14
739,이호준,1976-02-08,2008,50000,15
740,이호준,1976-02-08,2009,50000,16
741,이호준,1976-02-08,2010,50000,17
742,이호준,1976-02-08,2011,50000,18
743,이호준,1976-02-08,2012,25000,19
744,이호준,1976-02-08,2013,45000,20
745,이호준,1976-02-08,2014,45000,21
746,이호준,1976-02-08,2015,75000,22
747,이호준,1976-02-08,2016,75000,23
748,이호준,1976-02-08,2017,900000,24
749,최희섭,1979-03-16,2007,,1
750,최희섭,1979-03-16,2008,35000,2
751,최희섭,1979-03-16,2009,20000,3
752,최희섭,1979-03-16,2010,40000,4
753,최희섭,1979-03-16,2011,40000,5
754,최희섭,1979-03-16,2012,17000,6
755,최희섭,1979-03-16,2013,15000,7
756,최희섭,1979-03-16,2015,900000,9
757,버나디나,1984-06-12,2017,75000,1
758,버나디나,1984-06-12,2018,900000,2
759,페타지니,1971-06-02,2008,,1
760,페타지니,1971-06-02,2009,,2
761,크루즈,1973-01-28,2007,,1
762,크루즈,1973-01-28,2008,,2
763,김재현,1975-10-02,1994,,1
764,김재현,1975-10-02,1995,,2
765,김재현,1975-10-02,1996,,3
766,김재현,1975-10-02,1998,6000,5
767,김재현,1975-10-02,1999,10000,6
768,김재현,1975-10-02,2000,12000,7
769,김재현,1975-10-02,2001,18000,8
770,김재현,1975-10-02,2002,18000,9
771,김재현,1975-10-02,2003,18000,10
772,김재현,1975-10-02,2004,18000,11
773,김재현,1975-10-02,2005,23000,12
774,김재현,1975-10-02,2006,23000,13
775,김재현,1975-10-02,2007,25000,14
776,김재현,1975-10-02,2008,30000,15
777,김재현,1975-10-02,2009,50000,16
778,김재현,1975-10-02,2010,50000,17
779,구자욱,1993-02-12,2015,8000,1
780,구자욱,1993-02-12,2016,8000,2
781,구자욱,1993-02-12,2017,16000,3
782,구자욱,1993-02-12,2018,25000,4
783,구자욱,1993-02-12,2019,25000,5
784,구자욱,1993-02-12,2020,28000,6
785,안치홍,1990-07-02,2009,,1
786,안치홍,1990-07-02,2010,6000,2
787,안치홍,1990-07-02,2011,10000,3
788,안치홍,1990-07-02,2012,12500,4
789,안치홍,1990-07-02,2013,20000,5
790,안치홍,1990-07-02,2014,15000,6
791,안치홍,1990-07-02,2016,15000,8
792,안치홍,1990-07-02,2017,22000,9
793,안치홍,1990-07-02,2018,32000,10
794,안치홍,1990-07-02,2019,32000,11
795,안치홍,1990-07-02,2020,29000,12
796,안경현,1970-02-13,1992,,1
797,안경현,1970-02-13,1993,,2
798,안경현,1970-02-13,1994,,3
799,안경현,1970-02-13,1995,,4
800,안경현,1970-02-13,1996,,5
801,안경현,1970-02-13,1997,5200,6
802,안경현,1970-02-13,1998,5200,7
803,안경현,1970-02-13,1999,5700,8
804,안경현,1970-02-13,2000,6300,9
805,안경현,1970-02-13,2001,8000,10
806,안경현,1970-02-13,2002,13500,11
807,안경현,1970-02-13,2003,20000,12
808,안경현,1970-02-13,2004,20000,13
809,안경현,1970-02-13,2005,20000,14
810,안경현,1970-02-13,2006,20000,15
811,안경현,1970-02-13,2007,30000,16
812,안경현,1970-02-13,2008,30000,17
813,안경현,1970-02-13,2009,8000,18
814,안경현,1970-02-13,2010,7000,19
815,김선빈,1989-12-18,2008,,1
816,김선빈,1989-12-18,2009,3500,2
817,김선빈,1989-12-18,2010,4500,3
818,김선빈,1989-12-18,2011,7000,4
819,김선빈,1989-12-18,2012,11000,5
820,김선빈,1989-12-18,2013,18000,6
821,김선빈,1989-12-18,2014,13000,7
822,김선빈,1989-12-18,2016,13000,9
823,김선빈,1989-12-18,2017,8000,10
824,김선빈,1989-12-18,2018,28000,11
825,김선빈,1989-12-18,2019,28000,12
826,김선빈,1989-12-18,2020,45000,13
827,고영민,1984-02-08,2002,,1
828,고영민,1984-02-08,2003,2000,2
829,고영민,1984-02-08,2005,2100,4
830,고영민,1984-02-08,2006,2100,5
831,고영민,1984-02-08,2007,4200,6
832,고영민,1984-02-08,2008,12000,7
833,고영민,1984-02-08,2009,16000,8
834,고영민,1984-02-08,2010,13500,9
835,고영민,1984-02-08,2011,9500,10
836,고영민,1984-02-08,2012,8000,11
837,고영민,1984-02-08,2013,7500,12
838,고영민,1984-02-08,2014,7500,13
839,고영민,1984-02-08,2015,15000,14
840,고영민,1984-02-08,2016,900000,15
841,우즈,1969-08-19,1998,,1
842,우즈,1969-08-19,1999,,2
843,우즈,1969-08-19,2000,,3
844,우즈,1969-08-19,2001,,4
845,우즈,1969-08-19,2002,,5
846,박진만,1976-11-30,1996,,1
847,박진만,1976-11-30,1997,4000,2
848,박진만,1976-11-30,1998,3600,3
849,박진만,1976-11-30,1999,5000,4
850,박진만,1976-11-30,2000,5500,5
851,박진만,1976-11-30,2001,10500,6
852,박진만,1976-11-30,2002,16000,7
853,박진만,1976-11-30,2003,17000,8
854,박진만,1976-11-30,2004,28000,9
855,박진만,1976-11-30,2005,35000,10
856,박진만,1976-11-30,2006,45000,11
857,박진만,1976-11-30,2007,55000,12
858,박진만,1976-11-30,2008,45000,13
859,박진만,1976-11-30,2009,60000,14
860,박진만,1976-11-30,2010,60000,15
861,박진만,1976-11-30,2011,25000,16
862,박진만,1976-11-30,2012,25000,17
863,박진만,1976-11-30,2013,20000,18
864,박진만,1976-11-30,2014,20000,19
865,박진만,1976-11-30,2015,900000,20
866,정수근,1977-01-20,1995,,1
867,정수근,1977-01-20,1996,,2
868,정수근,1977-01-20,1997,4600,3
869,정수근,1977-01-20,1998,4600,4
870,정수근,1977-01-20,1999,7600,5
871,정수근,1977-01-20,2000,10500,6
872,정수근,1977-01-20,2001,13500,7
873,정수근,1977-01-20,2002,21000,8
874,정수근,1977-01-20,2003,18000,9
875,정수근,1977-01-20,2004,25000,10
876,정수근,1977-01-20,2005,25000,11
877,정수근,1977-01-20,2006,30000,12
878,정수근,1977-01-20,2007,30000,13
879,정수근,1977-01-20,2008,40000,14
880,정수근,1977-01-20,2009,40000,15
881,히메네스,1988-01-18,2015,50000,1
882,히메네스,1988-01-18,2016,50000,2
883,히메네스,1988-01-18,2017,900000,3
884,김종국,1973-09-14,1996,,1
885,김종국,1973-09-14,1997,3600,2
886,김종국,1973-09-14,1998,4500,3
887,김종국,1973-09-14,1999,3900,4
888,김종국,1973-09-14,2000,3300,5
889,김종국,1973-09-14,2001,3900,6
890,김종국,1973-09-14,2002,6900,7
891,김종국,1973-09-14,2003,11000,8
892,김종국,1973-09-14,2004,13000,9
893,김종국,1973-09-14,2005,11000,10
894,김종국,1973-09-14,2006,11000,11
895,김종국,1973-09-14,2007,15000,12
896,김종국,1973-09-14,2008,15000,13
897,김종국,1973-09-14,2009,12000,14
898,마르테,1983-10-21,2015,75000,1
899,마르테,1983-10-21,2016,900000,2
900,로맥,1985-09-30,2017,30000,1
901,로맥,1985-09-30,2018,50000,2
902,로맥,1985-09-30,2019,50000,3
903,로맥,1985-09-30,2020,90000,4
904,강백호,1999-07-29,2018,2700,1
905,강백호,1999-07-29,2019,2700,2
906,강백호,1999-07-29,2020,21000,3
907,진갑용,1974-05-08,1997,2000,1
908,진갑용,1974-05-08,1998,3200,2
909,진갑용,1974-05-08,1999,3200,3
910,진갑용,1974-05-08,2000,5000,4
911,진갑용,1974-05-08,2001,7000,5
912,진갑용,1974-05-08,2002,9500,6
913,진갑용,1974-05-08,2003,20000,7
914,진갑용,1974-05-08,2004,24000,8
915,진갑용,1974-05-08,2005,24000,9
916,진갑용,1974-05-08,2006,30000,10
917,진갑용,1974-05-08,2007,50000,11
918,진갑용,1974-05-08,2008,50000,12
919,진갑용,1974-05-08,2009,50000,13
920,진갑용,1974-05-08,2010,35000,14
921,진갑용,1974-05-08,2011,35000,15
922,진갑용,1974-05-08,2012,40000,16
923,진갑용,1974-05-08,2013,40000,17
924,진갑용,1974-05-08,2014,25000,18
925,진갑용,1974-05-08,2015,900000,19
926,채은성,1990-02-06,2014,2400,1
927,채은성,1990-02-06,2015,5500,2
928,채은성,1990-02-06,2016,5500,3
929,채은성,1990-02-06,2017,16000,4
930,채은성,1990-02-06,2018,11000,5
931,채은성,1990-02-06,2019,11000,6
932,채은성,1990-02-06,2020,32000,7
933,박민우,1993-02-06,2013,2600,1
934,박민우,1993-02-06,2014,2600,2
935,박민우,1993-02-06,2015,19000,3
936,박민우,1993-02-06,2016,19000,4
937,박민우,1993-02-06,2017,25000,5
938,박민우,1993-02-06,2018,32000,6
939,박민우,1993-02-06,2019,32000,7
940,박민우,1993-02-06,2020,52000,8
941,아두치,1985-05-15,2015,78000,1
942,아두치,1985-05-15,2016,900000,2
943,김한수,1971-10-30,1994,,1
944,김한수,1971-10-30,1995,,2
945,김한수,1971-10-30,1996,,3
946,김한수,1971-10-30,1997,3800,4
947,김한수,1971-10-30,1998,5000,5
948,김한수,1971-10-30,1999,7000,6
949,김한수,1971-10-30,2000,11000,7
950,김한수,1971-10-30,2001,10000,8
951,김한수,1971-10-30,2002,15000,9
952,김한수,1971-10-30,2003,28000,10
953,김한수,1971-10-30,2004,31000,11
954,김한수,1971-10-30,2005,40000,12
955,김한수,1971-10-30,2006,40000,13
956,김한수,1971-10-30,2007,40000,14
957,최주환,1988-02-28,2006,,1
958,최주환,1988-02-28,2007,2000,2
959,최주환,1988-02-28,2008,2000,3
960,최주환,1988-02-28,2009,2200,4
961,최주환,1988-02-28,2012,2500,7
962,최주환,1988-02-28,2013,5000,8
963,최주환,1988-02-28,2014,5800,9
964,최주환,1988-02-28,2015,11000,10
965,최주환,1988-02-28,2016,11000,11
966,최주환,1988-02-28,2017,10000,12
967,최주환,1988-02-28,2018,20000,13
968,최주환,1988-02-28,2019,20000,14
969,최주환,1988-02-28,2020,27000,15
970,유지현,1971-05-25,1994,,1
971,유지현,1971-05-25,1995,,2
972,유지현,1971-05-25,1996,,3
973,유지현,1971-05-25,1997,5700,4
974,유지현,1971-05-25,1998,7000,5
975,유지현,1971-05-25,1999,9500,6
976,유지현,1971-05-25,2000,12000,7
977,유지현,1971-05-25,2001,20000,8
978,유지현,1971-05-25,2002,22000,9
979,유지현,1971-05-25,2003,23000,10
980,유지현,1971-05-25,2004,23000,11
981,박경수,1984-03-31,2003,,1
982,박경수,1984-03-31,2004,3200,2
983,박경수,1984-03-31,2005,5000,3
984,박경수,1984-03-31,2006,4200,4
985,박경수,1984-03-31,2007,5000,5
986,박경수,1984-03-31,2008,6000,6
987,박경수,1984-03-31,2009,7000,7
988,박경수,1984-03-31,2010,7200,8
989,박경수,1984-03-31,2011,8000,9
990,박경수,1984-03-31,2014,9000,12
991,박경수,1984-03-31,2015,23000,13
992,박경수,1984-03-31,2016,23000,14
993,박경수,1984-03-31,2017,23000,15
994,박경수,1984-03-31,2018,23000,16
995,박경수,1984-03-31,2019,23000,17
996,박경수,1984-03-31,2020,40000,18
997,가르시아,1975-10-29,2008,,1
998,가르시아,1975-10-29,2009,,2
999,가르시아,1975-10-29,2010,,3
1000,가르시아,1975-10-29,2011,,4
1001,강동우,1974-04-20,1998,,1
1002,강동우,1974-04-20,2000,3500,3
1003,강동우,1974-04-20,2001,3500,4
1004,강동우,1974-04-20,2002,5500,5
1005,강동우,1974-04-20,2003,10000,6
1006,강동우,1974-04-20,2004,11500,7
1007,강동우,1974-04-20,2005,13500,8
1008,강동우,1974-04-20,2006,13500,9
1009,강동우,1974-04-20,2007,13500,10
1010,강동우,1974-04-20,2008,9450,11
1011,강동우,1974-04-20,2009,7000,12
1012,강동우,1974-04-20,2010,15000,13
1013,강동우,1974-04-20,2011,15000,14
1014,강동우,1974-04-20,2012,20000,15
1015,강동우,1974-04-20,2013,15000,16
1016,민병헌,1987-03-10,2006,,1
1017,민병헌,1987-03-10,2007,2500,2
1018,민병헌,1987-03-10,2008,5200,3
1019,민병헌,1987-03-10,2009,4200,4
1020,민병헌,1987-03-10,2010,5800,5
1021,민병헌,1987-03-10,2012,5800,7
1022,민병헌,1987-03-10,2013,5200,8
1023,민병헌,1987-03-10,2014,14500,9
1024,민병헌,1987-03-10,2015,35000,10
1025,민병헌,1987-03-10,2016,35000,11
1026,민병헌,1987-03-10,2017,55000,12
1027,민병헌,1987-03-10,2018,100000,13
1028,민병헌,1987-03-10,2019,100000,14
1029,민병헌,1987-03-10,2020,125000,15
1030,클락,1976-03-05,2008,,1
1031,클락,1976-03-05,2009,,2
1032,클락,1976-03-05,2010,,3
1033,강봉규,1978-01-12,2000,,1
1034,강봉규,1978-01-12,2001,2000,2
1035,강봉규,1978-01-12,2002,2900,3
1036,강봉규,1978-01-12,2003,4500,4
1037,강봉규,1978-01-12,2004,4000,5
1038,강봉규,1978-01-12,2005,4000,6
1039,강봉규,1978-01-12,2006,4000,7
1040,강봉규,1978-01-12,2007,5400,8
1041,강봉규,1978-01-12,2008,6400,9
1042,강봉규,1978-01-12,2009,6400,10
1043,강봉규,1978-01-12,2010,14400,11
1044,강봉규,1978-01-12,2011,11000,12
1045,강봉규,1978-01-12,2012,15000,13
1046,강봉규,1978-01-12,2013,15000,14
1047,강봉규,1978-01-12,2015,900000,16
1048,오지환,1990-03-12,2009,,1
1049,오지환,1990-03-12,2010,2400,2
1050,오지환,1990-03-12,2011,10200,3
1051,오지환,1990-03-12,2012,4800,4
1052,오지환,1990-03-12,2013,10200,5
1053,오지환,1990-03-12,2014,15000,6
1054,오지환,1990-03-12,2015,25000,7
1055,오지환,1990-03-12,2016,25000,8
1056,오지환,1990-03-12,2017,35000,9
1057,오지환,1990-03-12,2018,29000,10
1058,오지환,1990-03-12,2019,29000,11
1059,오지환,1990-03-12,2020,60000,12
1060,홍세완,1978-01-16,2000,,1
1061,홍세완,1978-01-16,2001,2400,2
1062,홍세완,1978-01-16,2002,5000,3
1063,홍세완,1978-01-16,2003,7000,4
1064,홍세완,1978-01-16,2004,12000,5
1065,홍세완,1978-01-16,2005,9600,6
1066,홍세완,1978-01-16,2006,9600,7
1067,홍세완,1978-01-16,2007,8800,8
1068,홍세완,1978-01-16,2009,6000,10
1069,홍세완,1978-01-16,2010,8800,11
1070,이현곤,1980-02-21,2002,,1
1071,이현곤,1980-02-21,2003,2500,2
1072,이현곤,1980-02-21,2004,5000,3
1073,이현곤,1980-02-21,2006,5000,5
1074,이현곤,1980-02-21,2007,6000,6
1075,이현곤,1980-02-21,2008,12000,7
1076,이현곤,1980-02-21,2009,10000,8
1077,이현곤,1980-02-21,2010,13000,9
1078,이현곤,1980-02-21,2011,11000,10
1079,이현곤,1980-02-21,2012,10500,11
1080,이현곤,1980-02-21,2013,15000,12
1081,이현곤,1980-02-21,2014,900000,13
1082,라모스,1994-12-28,2020,30000,1
1083,알테어,1991-01-14,2020,80000,1
1084,채태인,1982-10-11,2007,,1
1085,채태인,1982-10-11,2008,5500,2
1086,채태인,1982-10-11,2009,7000,3
1087,채태인,1982-10-11,2010,11500,4
1088,채태인,1982-10-11,2011,13000,5
1089,채태인,1982-10-11,2012,11000,6
1090,채태인,1982-10-11,2013,5000,7
1091,채태인,1982-10-11,2014,21000,8
1092,채태인,1982-10-11,2015,21000,9
1093,채태인,1982-10-11,2016,30000,10
1094,채태인,1982-10-11,2017,30000,11
1095,채태인,1982-10-11,2018,20000,12
1096,채태인,1982-10-11,2019,20000,13
1097,채태인,1982-10-11,2020,10000,14
1098,김동수,1968-10-27,1990,,1
1099,김동수,1968-10-27,1991,,2
1100,김동수,1968-10-27,1992,,3
1101,김동수,1968-10-27,1993,,4
1102,김동수,1968-10-27,1994,,5
1103,김동수,1968-10-27,1995,,6
1104,김동수,1968-10-27,1996,,7
1105,김동수,1968-10-27,1997,8300,8
1106,김동수,1968-10-27,1998,10000,9
1107,김동수,1968-10-27,1999,12500,10
1108,김동수,1968-10-27,2000,15000,11
1109,김동수,1968-10-27,2001,17000,12
1110,김동수,1968-10-27,2002,18750,13
1111,김동수,1968-10-27,2003,10000,14
1112,김동수,1968-10-27,2004,20000,15
1113,김동수,1968-10-27,2005,20000,16
1114,김동수,1968-10-27,2006,20000,17
1115,김동수,1968-10-27,2007,30000,18
1116,김동수,1968-10-27,2008,8000,19
1117,김동수,1968-10-27,2009,13000,20
1118,스크럭스,1987-09-23,2017,80000,1
1119,스크럭스,1987-09-23,2018,900000,2
1120,채종범,1977-12-03,2000,,1
1121,채종범,1977-12-03,2001,4000,2
1122,채종범,1977-12-03,2002,5200,3
1123,채종범,1977-12-03,2003,8400,4
1124,채종범,1977-12-03,2004,7500,5
1125,채종범,1977-12-03,2005,8200,6
1126,채종범,1977-12-03,2008,8200,9
1127,채종범,1977-12-03,2010,6000,11
1128,전준호,1969-02-15,1991,,1
1129,전준호,1969-02-15,1992,,2
1130,전준호,1969-02-15,1993,,3
1131,전준호,1969-02-15,1994,,4
1132,전준호,1969-02-15,1995,,5
1133,전준호,1969-02-15,1996,,6
1134,전준호,1969-02-15,1997,7000,7
1135,전준호,1969-02-15,1998,6650,8
1136,전준호,1969-02-15,1999,3200,9
1137,전준호,1969-02-15,2000,3200,10
1138,전준호,1969-02-15,2001,13000,11
1139,전준호,1969-02-15,2002,6900,12
1140,전준호,1969-02-15,2003,5500,13
1141,전준호,1969-02-15,2004,7500,14
1142,전준호,1969-02-15,2005,10000,15
1143,전준호,1969-02-15,2006,7500,16
1144,전준호,1969-02-15,2007,13000,17
1145,전준호,1969-02-15,2008,11000,18
1146,전준호,1969-02-15,2009,13000,19
1147,나지완,1985-05-19,2008,,1
1148,나지완,1985-05-19,2009,3800,2
1149,나지완,1985-05-19,2010,10000,3
1150,나지완,1985-05-19,2011,9000,4
1151,나지완,1985-05-19,2012,12500,5
1152,나지완,1985-05-19,2013,15000,6
1153,나지완,1985-05-19,2014,20000,7
1154,나지완,1985-05-19,2015,20000,8
1155,나지완,1985-05-19,2016,20000,9
1156,나지완,1985-05-19,2017,60000,10
1157,나지완,1985-05-19,2018,60000,11
1158,나지완,1985-05-19,2019,60000,12
1159,나지완,1985-05-19,2020,60000,13
1160,에레라,1972-08-30,2001,,1
1161,에레라,1972-08-30,2002,,2
1162,이재원,1988-02-24,2006,,1
1163,이재원,1988-02-24,2007,2200,2
1164,이재원,1988-02-24,2008,4000,3
1165,이재원,1988-02-24,2009,5500,4
